Title,Certificate,Rating,Metascore,Scaled Rating,ScaledRating
Inherent Vice,UA,6.6,81.0,66.0,66.0
Heavyweights,PG,6.6,42.0,66.0,66.0
Gigi,U,6.6,82.0,66.0,66.0
The Hunger,Not Rated,6.6,52.0,66.0,66.0
Epic,U,6.6,52.0,66.0,66.0
Titan A.E.,U,6.6,48.0,66.0,66.0
Kiss of the Dragon,U,6.6,58.0,66.0,66.0
Robin Hood,PG-13,6.6,53.0,66.0,66.0
John Carter,UA,6.6,51.0,66.0,66.0
Shanghai Noon,UA,6.6,77.0,66.0,66.0
The Heat,A,6.6,60.0,66.0,66.0
The Wedding Ringer,A,6.6,35.0,66.0,66.0
Jungle Cruise,UA,6.6,50.0,66.0,66.0
The Lovely Bones,UA,6.6,42.0,66.0,66.0
"Rita, Sue and Bob Too",Not Rated,6.6,71.0,66.0,66.0
Edge of Darkness,R,6.6,55.0,66.0,66.0
This Is the End,A,6.6,67.0,66.0,66.0
Passing,16,6.6,85.0,66.0,66.0
Black Rain,A,6.6,56.0,66.0,66.0
The Parent Trap,U,6.6,63.0,66.0,66.0
Footloose,U,6.6,42.0,66.0,66.0
Wild Things,R,6.6,51.0,66.0,66.0
Jungle Fever,R,6.6,78.0,66.0,66.0
U-571,UA,6.6,62.0,66.0,66.0
Oliver & Company,U,6.6,58.0,66.0,66.0
Suspect,U,6.6,53.0,66.0,66.0
New Jack City,R,6.6,61.0,66.0,66.0
Macbeth,R,6.6,71.0,66.0,66.0
Man on a Ledge,UA,6.6,40.0,66.0,66.0
Paint Your Wagon,PG-13,6.6,50.0,66.0,66.0
The Running Man,A,6.6,45.0,66.0,66.0
The Wonder,A,6.6,71.0,66.0,66.0
Tuck Everlasting,U,6.6,66.0,66.0,66.0
Auto Focus,R,6.6,66.0,66.0,66.0
Biloxi Blues,U,6.6,61.0,66.0,66.0
Vantage Point,A,6.6,40.0,66.0,66.0
La llorona,16,6.6,79.0,66.0,66.0
Jason Bourne,UA,6.6,58.0,66.0,66.0
Star Trek III: The Search for Spock,U,6.6,56.0,66.0,66.0
Emma,PG,6.6,66.0,66.0,66.0
Operation Finale,PG-13,6.6,58.0,66.0,66.0
"Kimetsu no Yaiba Kizuna no Kiseki, Soshite Hashira Geiko e",R,6.6,61.0,66.0,66.0
Happiest Season,13,6.6,69.0,66.0,66.0
Summer School,U,6.6,30.0,66.0,66.0
A Civil Action,U,6.6,68.0,66.0,66.0
Disobedience,All,6.6,74.0,66.0,66.0
Dark Blue,R,6.6,57.0,66.0,66.0
Fatherhood,13,6.6,53.0,66.0,66.0
Dragonslayer,U,6.6,68.0,66.0,66.0
Bloody Hell,R,6.6,52.0,66.0,66.0
The Mummy,A,6.6,62.0,66.0,66.0
Seraphim Falls,R,6.6,62.0,66.0,66.0
The Mosquito Coast,U,6.6,51.0,66.0,66.0
The Hollars,PG-13,6.6,53.0,66.0,66.0
The Immigrant,R,6.6,77.0,66.0,66.0
Hands of Stone,R,6.6,54.0,66.0,66.0
Half Baked,R,6.6,16.0,66.0,66.0
Avengement,18,6.6,63.0,66.0,66.0
Midnight in the Garden of Good and Evil,R,6.6,56.0,66.0,66.0
My Big Fat Greek Wedding,U,6.6,62.0,66.0,66.0
Memory,R,6.6,71.0,66.0,66.0
A Perfect Murder,A,6.6,50.0,66.0,66.0
16 Blocks,UA,6.6,63.0,66.0,66.0
The Loved Ones,Not Rated,6.6,73.0,66.0,66.0
Mommie Dearest,R,6.6,55.0,66.0,66.0
Brideshead Revisited,PG-13,6.6,64.0,66.0,66.0
Peter Rabbit,U,6.6,51.0,66.0,66.0
"Paul, Apostle of Christ",16,6.6,52.0,66.0,66.0
"Faster, Pussycat! Kill! Kill!",A,6.6,65.0,66.0,66.0
Fame,U,6.6,58.0,66.0,66.0
The Legend of Billie Jean,Not Rated,6.6,45.0,66.0,66.0
Drag Me to Hell,Not Rated,6.6,83.0,66.0,66.0
High Anxiety,U,6.6,55.0,66.0,66.0
Hot Shots! Part Deux,U,6.6,64.0,66.0,66.0
The Beaver,PG-13,6.6,60.0,66.0,66.0
Elysium,A,6.6,61.0,66.0,66.0
Nick and Norah's Infinite Playlist,PG-13,6.6,64.0,66.0,66.0
Bad Boys II,UA,6.6,38.0,66.0,66.0
May,R,6.6,58.0,66.0,66.0
The Door in the Floor,R,6.6,67.0,66.0,66.0
Adrift,UA,6.6,56.0,66.0,66.0
Prince of Persia: The Sands of Time,UA,6.6,50.0,66.0,66.0
The Best Man Holiday,R,6.6,59.0,66.0,66.0
THX 1138,U,6.6,75.0,66.0,66.0
A Walk on the Moon,UA,6.6,71.0,66.0,66.0
Diary of a Wimpy Kid: Rodrick Rules,PG,6.6,51.0,66.0,66.0
Burnt,Not Rated,6.6,42.0,66.0,66.0
Star Wars: Episode II - Attack of the Clones,UA,6.6,54.0,66.0,66.0
Shoot 'Em Up,A,6.6,49.0,66.0,66.0
Smokin' Aces,R,6.6,45.0,66.0,66.0
Suncoast,R,6.6,61.0,66.0,66.0
The Way of the Gun,R,6.6,49.0,66.0,66.0
"Me, Myself & Irene",A,6.6,49.0,66.0,66.0
Promised Land,R,6.6,55.0,66.0,66.0
Ingrid Goes West,(Banned),6.6,71.0,66.0,66.0
Maleficent: Mistress of Evil,U,6.6,43.0,66.0,66.0
Eagle Eye,A,6.6,43.0,66.0,66.0
Machete,R,6.6,60.0,66.0,66.0
Anna Karenina,18,6.6,63.0,66.0,66.0
Whiskey Tango Foxtrot,R,6.6,57.0,66.0,66.0
Gil Bok-soon,A,6.6,67.0,66.0,66.0
Spirited,UA 16+,6.6,55.0,66.0,66.0
Little Man Tate,U,6.6,71.0,66.0,66.0
Hotel Transylvania 2,U,6.6,44.0,66.0,66.0
The Rocketeer,U,6.6,58.0,66.0,66.0
When the Game Stands Tall,PG,6.6,41.0,66.0,66.0
Kiss the Girls,A,6.6,46.0,66.0,66.0
The Bourne Legacy,UA,6.6,61.0,66.0,66.0
The 13th Warrior,U,6.6,42.0,66.0,66.0
*batteries not included,Not Rated,6.6,54.0,66.0,66.0
I'm Thinking of Ending Things,16,6.6,78.0,66.0,66.0
The Manchurian Candidate,18,6.6,76.0,66.0,66.0
Forever My Girl,PG,6.6,36.0,66.0,66.0
Shaft,A,6.6,66.0,66.0,66.0
Sudden Impact,A,6.6,52.0,66.0,66.0
Devotion,U,6.6,66.0,66.0,66.0
From Beyond,Not Rated,6.6,60.0,66.0,66.0
The One and Only Ivan,PG,6.6,58.0,66.0,66.0
Cloak & Dagger,U,6.6,64.0,66.0,66.0
Yentl,U,6.6,68.0,66.0,66.0
Stillwater,R,6.6,60.0,66.0,66.0
Light of My Life,R,6.6,67.0,66.0,66.0
Alpha,UA,6.6,63.0,66.0,66.0
Yi dai zong shi,PG-13,6.6,73.0,66.0,66.0
Far and Away,UA,6.6,49.0,66.0,66.0
Joy Ride,R,6.6,75.0,66.0,66.0
Glass,UA,6.6,43.0,66.0,66.0
The Fate of the Furious,UA,6.6,56.0,66.0,66.0
Going in Style,A,6.6,50.0,66.0,66.0
Flushed Away,U,6.6,74.0,66.0,66.0
X-Men: The Last Stand,A,6.6,58.0,66.0,66.0
Weird Science,Not Rated,6.6,46.0,66.0,66.0
The Green Knight,UA,6.6,85.0,66.0,66.0
The Replacements,UA,6.6,30.0,66.0,66.0
Polite Society,A,6.6,75.0,66.0,66.0
Whitney Houston: I Wanna Dance with Somebody,UA 13+,6.6,51.0,66.0,66.0
21 Bridges,A,6.6,51.0,66.0,66.0
Derailed,R,6.6,40.0,66.0,66.0
The Recruit,A,6.6,56.0,66.0,66.0
Star Trek: Generations,U,6.6,55.0,66.0,66.0
Outbreak,U,6.6,64.0,66.0,66.0
My Blueberry Nights,PG-13,6.6,51.0,66.0,66.0
The Tomorrow War,13,6.6,45.0,66.0,66.0
Hunter Killer,UA,6.6,43.0,66.0,66.0
Overcomer,UA,6.6,17.0,66.0,66.0
French Kiss,U,6.6,50.0,66.0,66.0
One Eight Seven,R,6.6,41.0,66.0,66.0
Scoop,PG-13,6.6,48.0,66.0,66.0
Misanthrope,A,6.6,43.0,66.0,66.0
The Bad Lieutenant: Port of Call - New Orleans,R,6.6,69.0,66.0,66.0
The Incredible Hulk,UA,6.6,61.0,66.0,66.0
Grumpier Old Men,UA,6.6,46.0,66.0,66.0
8MM,R,6.6,21.0,66.0,66.0
I Saw the TV Glow,PG-13,6.6,83.0,66.0,66.0
Short Circuit,U,6.6,50.0,66.0,66.0
The Book of Henry,PG-13,6.6,31.0,66.0,66.0
The Other Guys,A,6.6,64.0,66.0,66.0
Annie,U,6.6,39.0,66.0,66.0
All the Bright Places,18,6.6,61.0,66.0,66.0
High Art,R,6.6,73.0,66.0,66.0
Courage Under Fire,UA,6.6,77.0,66.0,66.0
The Harder They Fall,16,6.6,68.0,66.0,66.0
The Art of Self-Defense,R,6.6,65.0,66.0,66.0
Joy,U,6.6,56.0,66.0,66.0
Back to Black,R,6.6,49.0,66.0,66.0
Irrational Man,R,6.6,53.0,66.0,66.0
30 Days of Night,A,6.6,53.0,66.0,66.0
The Hunger Games: Mockingjay - Part 1,UA,6.6,64.0,66.0,66.0
Catherine Called Birdy,UA 16+,6.6,74.0,66.0,66.0
Venom,UA,6.6,35.0,66.0,66.0
The Pelican Brief,UA,6.6,51.0,66.0,66.0
Anna,A,6.6,40.0,66.0,66.0
Malcolm & Marie,18,6.6,53.0,66.0,66.0
Copycat,A,6.6,54.0,66.0,66.0
Lethal Weapon 4,A,6.6,39.0,66.0,66.0
Toy Soldiers,A,6.6,46.0,66.0,66.0
This Is Where I Leave You,R,6.6,44.0,66.0,66.0
Monster House,UA,6.6,68.0,66.0,66.0
For Love of the Game,U,6.6,43.0,66.0,66.0
The Man Who Fell to Earth,Not Rated,6.6,81.0,66.0,66.0
The Aeronauts,PG-13,6.6,60.0,66.0,66.0
Jackass: The Movie,A,6.6,42.0,66.0,66.0
The Homesman,R,6.6,68.0,66.0,66.0
Pride and Glory,R,6.6,45.0,66.0,66.0
Last Vegas,A,6.6,48.0,66.0,66.0
Run All Night,R,6.6,59.0,66.0,66.0
The Village,UA,6.6,44.0,66.0,66.0
Arbitrage,A,6.6,73.0,66.0,66.0
Silent Running,U,6.6,67.0,66.0,66.0
Hush,18,6.6,67.0,66.0,66.0
The Santa Clause,U,6.6,57.0,66.0,66.0
After Yang,PG,6.6,78.0,66.0,66.0
Resident Evil,A,6.6,35.0,66.0,66.0
Lady Chatterley's Lover,A,6.6,67.0,66.0,66.0
Lords of Chaos,R,6.6,48.0,66.0,66.0
Torn Curtain,U,6.6,55.0,66.0,66.0
The Amazing Spider-Man 2,UA,6.6,53.0,66.0,66.0
Dèmoni,A,6.6,53.0,66.0,66.0
The Da Vinci Code,(Banned),6.6,46.0,66.0,66.0
Causeway,A,6.6,66.0,66.0,66.0
Heavy Metal,A,6.6,51.0,66.0,66.0
Mamma Mia! Here We Go Again,UA,6.6,60.0,66.0,66.0
Life,A,6.6,54.0,66.0,66.0
"Men, Women & Children",R,6.6,38.0,66.0,66.0
Ghostbusters II,U,6.6,56.0,66.0,66.0
Pirates of the Caribbean: On Stranger Tides,UA,6.6,45.0,66.0,66.0
What Lies Beneath,A,6.6,51.0,66.0,66.0
Bølgen,R,6.6,68.0,66.0,66.0
Smallfoot,U,6.6,60.0,66.0,66.0
Café Society,PG-13,6.6,64.0,66.0,66.0
Talladega Nights: The Ballad of Ricky Bobby,PG-13,6.6,66.0,66.0,66.0
Max,PG,6.6,47.0,66.0,66.0
The Pale Blue Eye,UA 16+,6.6,56.0,66.0,66.0
Thoroughbreds,UA,6.6,75.0,66.0,66.0
The Beach,A,6.6,43.0,66.0,66.0
You're Next,R,6.6,66.0,66.0,66.0
Ender's Game,UA,6.6,51.0,66.0,66.0
Judgment Night,R,6.6,46.0,66.0,66.0
Midnight Special,PG-13,6.6,76.0,66.0,66.0
Australia,UA,6.6,53.0,66.0,66.0
Happy Death Day,UA,6.6,58.0,66.0,66.0
Where Hope Grows,PG-13,6.6,41.0,66.0,66.0
The Lost City of Z,UA,6.6,78.0,66.0,66.0
Kursk,PG-13,6.6,55.0,66.0,66.0
Overlord,18,6.6,60.0,66.0,66.0
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,18,6.6,68.0,66.0,66.0
Red Sparrow,A,6.6,53.0,66.0,66.0
I Love You Phillip Morris,R,6.6,65.0,66.0,66.0
Mother!,A,6.6,76.0,66.0,66.0
House of Gucci,A,6.6,59.0,66.0,66.0
Event Horizon,A,6.6,35.0,66.0,66.0
"Juliet, Naked",R,6.6,67.0,66.0,66.0
The Girl with All the Gifts,R,6.6,67.0,66.0,66.0
You Hurt My Feelings,R,6.6,80.0,66.0,66.0
Bird Box,18,6.6,51.0,66.0,66.0
Brain on Fire,PG-13,6.6,34.0,66.0,66.0
The Invitation,18,6.6,74.0,66.0,66.0
The Faculty,UA,6.6,61.0,66.0,66.0
Spencer,UA,6.6,76.0,66.0,66.0
White Squall,U,6.6,53.0,66.0,66.0
Psycho II,A,6.6,54.0,66.0,66.0
Operation Mincemeat,A,6.6,65.0,66.0,66.0
Tears of the Sun,A,6.6,48.0,66.0,66.0
Reality Bites,U,6.6,67.0,66.0,66.0
Dreamgirls,PG-13,6.6,76.0,66.0,66.0
Roxanne,U,6.6,73.0,66.0,66.0
Nanny McPhee,U,6.6,59.0,66.0,66.0
Penguins of Madagascar,PG,6.6,53.0,66.0,66.0
Madagascar: Escape 2 Africa,U,6.6,61.0,66.0,66.0
Four Good Days,R,6.6,52.0,66.0,66.0
Saw II,A,6.6,40.0,66.0,66.0
Nymphomaniac: Vol. II,Not Rated,6.6,60.0,66.0,66.0
Focus,A,6.6,56.0,66.0,66.0
They Cloned Tyrone,R,6.6,74.0,66.0,66.0
The Weather Man,R,6.6,61.0,66.0,66.0
True Crime,R,6.6,64.0,66.0,66.0
Confidence,R,6.6,59.0,66.0,66.0
The Chronicles of Riddick,UA,6.6,38.0,66.0,66.0
Fear Street: 1666,18,6.6,68.0,66.0,66.0
A Nightmare on Elm Street 3: Dream Warriors,UA,6.6,49.0,66.0,66.0
Divergent,UA,6.6,48.0,66.0,66.0
Phantasm,A,6.6,72.0,66.0,66.0
Crocodile Dundee,U,6.6,62.0,66.0,66.0
Enola Holmes,13,6.6,68.0,66.0,66.0
Like Crazy,PG-13,6.6,68.0,66.0,66.0
Father of the Bride,U,6.6,51.0,66.0,66.0
Outland,UA,6.6,48.0,66.0,66.0
10.000 Km,R,6.6,75.0,66.0,66.0
A Lot Like Love,U,6.6,48.0,66.0,66.0
Gummo,A,6.6,19.0,66.0,66.0
Strike!,PG-13,6.6,60.0,66.0,66.0
Bad Words,R,6.6,57.0,66.0,66.0
Blue in the Face,R,6.6,56.0,66.0,66.0
Saw X,R,6.6,60.0,66.0,66.0
Last Holiday,UA,6.6,52.0,66.0,66.0
Transsiberian,R,6.6,72.0,66.0,66.0
Cherry,A,6.6,44.0,66.0,66.0
The Expendables 2,A,6.6,51.0,66.0,66.0
RED 2,UA,6.6,47.0,66.0,66.0
Big George Foreman,PG-13,6.6,45.0,66.0,66.0
The Survivor,R,6.7,71.0,67.0,67.0
Conspiracy Theory,A,6.7,50.0,67.0,67.0
Cocoon,U,6.7,65.0,67.0,67.0
The Old Guard,18,6.7,70.0,67.0,67.0
Imagine Me & You,R,6.7,49.0,67.0,67.0
Under the Tuscan Sun,PG-13,6.7,52.0,67.0,67.0
Love & Other Drugs,UA,6.7,55.0,67.0,67.0
The Living Daylights,UA,6.7,59.0,67.0,67.0
Kicking and Screaming,R,6.7,75.0,67.0,67.0
Atomic Blonde,A,6.7,63.0,67.0,67.0
"Bardo, falsa crónica de unas cuantas verdades",A,6.7,55.0,67.0,67.0
The Lady in the Van,PG-13,6.7,70.0,67.0,67.0
Harriet,PG-13,6.7,66.0,67.0,67.0
Crossing Over,R,6.7,38.0,67.0,67.0
Kalifornia,R,6.7,49.0,67.0,67.0
Singles,PG-13,6.7,71.0,67.0,67.0
Mending the Line,R,6.7,56.0,67.0,67.0
Attack the Block,R,6.7,75.0,67.0,67.0
Marrowbone,R,6.7,63.0,67.0,67.0
Pocahontas,U,6.7,59.0,67.0,67.0
The Giant Mechanical Man,PG-13,6.7,43.0,67.0,67.0
Kingsman: The Golden Circle,A,6.7,44.0,67.0,67.0
Absolute Power,A,6.7,52.0,67.0,67.0
The Ninth Gate,UA,6.7,44.0,67.0,67.0
The Sugarland Express,A,6.7,65.0,67.0,67.0
The Jane Austen Book Club,A,6.7,61.0,67.0,67.0
Three Thousand Years of Longing,A,6.7,60.0,67.0,67.0
I Am Mother,16,6.7,64.0,67.0,67.0
Waiting...,R,6.7,30.0,67.0,67.0
Brooklyn's Finest,R,6.7,43.0,67.0,67.0
Don Juan DeMarco,PG-13,6.7,63.0,67.0,67.0
Penelope,U,6.7,48.0,67.0,67.0
Battle of the Sexes,UA,6.7,73.0,67.0,67.0
Sinbad: Legend of the Seven Seas,U,6.7,48.0,67.0,67.0
Appaloosa,R,6.7,64.0,67.0,67.0
Zombieland: Double Tap,A,6.7,55.0,67.0,67.0
Death Sentence,R,6.7,36.0,67.0,67.0
The Rundown,U,6.7,59.0,67.0,67.0
Cronos,R,6.7,70.0,67.0,67.0
Run,16,6.7,67.0,67.0,67.0
Ballerina,PG,6.7,48.0,67.0,67.0
The Client,UA,6.7,65.0,67.0,67.0
Over the Hedge,U,6.7,67.0,67.0,67.0
Pandorum,R,6.7,28.0,67.0,67.0
The Horse Whisperer,UA,6.7,65.0,67.0,67.0
Ferdinand,UA,6.7,58.0,67.0,67.0
The Wild One,UA,6.7,67.0,67.0,67.0
Les trois mousquetaires : D'Artagnan,UA,6.7,79.0,67.0,67.0
Romeo + Juliet,UA,6.7,60.0,67.0,67.0
The Flash,UA,6.7,55.0,67.0,67.0
Dodgeball: A True Underdog Story,UA,6.7,55.0,67.0,67.0
The Starling Girl,R,6.7,78.0,67.0,67.0
James and the Giant Peach,U,6.7,78.0,67.0,67.0
The Finest Hours,U,6.7,58.0,67.0,67.0
Suspiria,A,6.7,64.0,67.0,67.0
The Girl Next Door,A,6.7,47.0,67.0,67.0
Gorky Park,A,6.7,60.0,67.0,67.0
Frankie and Johnny,R,6.7,66.0,67.0,67.0
Scanners,Not Rated,6.7,60.0,67.0,67.0
The Killer,R,6.7,73.0,67.0,67.0
Center Stage,PG-13,6.7,52.0,67.0,67.0
Veronica Mars,PG-13,6.7,62.0,67.0,67.0
Police Academy,A,6.7,41.0,67.0,67.0
Cold in July,R,6.7,73.0,67.0,67.0
Hidalgo,UA,6.7,54.0,67.0,67.0
Rio Lobo,G,6.7,55.0,67.0,67.0
K-19: The Widowmaker,U,6.7,58.0,67.0,67.0
Wanted,A,6.7,64.0,67.0,67.0
Ladies in Black,PG,6.7,65.0,67.0,67.0
The Inbetweeners Movie,Not Rated,6.7,44.0,67.0,67.0
Starter for 10,PG-13,6.7,69.0,67.0,67.0
Pete's Dragon,UA,6.7,71.0,67.0,67.0
2 Guns,A,6.7,55.0,67.0,67.0
Hardcore Henry,A,6.7,51.0,67.0,67.0
The Best Man,R,6.7,61.0,67.0,67.0
No Escape,18,6.7,38.0,67.0,67.0
Empire Records,UA,6.7,47.0,67.0,67.0
White Fang,U,6.7,62.0,67.0,67.0
"To Wong Foo Thanks for Everything, Julie Newmar",U,6.7,60.0,67.0,67.0
Machine Gun Preacher,R,6.7,43.0,67.0,67.0
Mississippi Masala,A,6.7,78.0,67.0,67.0
The A-Team,18,6.7,47.0,67.0,67.0
"Ich seh, Ich seh",A,6.7,81.0,67.0,67.0
Kong: Skull Island,UA,6.7,62.0,67.0,67.0
Just Like Heaven,U,6.7,47.0,67.0,67.0
Jumanji: The Next Level,UA,6.7,58.0,67.0,67.0
Spun,R,6.7,41.0,67.0,67.0
The Hitchhiker's Guide to the Galaxy,PG,6.7,63.0,67.0,67.0
The Equalizer 2,UA,6.7,50.0,67.0,67.0
Live and Let Die,U,6.7,55.0,67.0,67.0
Saved!,PG-13,6.7,62.0,67.0,67.0
Tales from the Crypt: Demon Knight,R,6.7,48.0,67.0,67.0
Your Sister's Sister,R,6.7,72.0,67.0,67.0
Ju-on,UA,6.7,48.0,67.0,67.0
King Arthur: Legend of the Sword,A,6.7,41.0,67.0,67.0
A Walk in the Clouds,UA,6.7,54.0,67.0,67.0
Liberal Arts,PG-13,6.7,55.0,67.0,67.0
The Burning Plain,R,6.7,45.0,67.0,67.0
Where the Wild Things Are,U,6.7,71.0,67.0,67.0
F/X,U,6.7,71.0,67.0,67.0
Fire Island,R,6.7,72.0,67.0,67.0
Moxie,13,6.7,54.0,67.0,67.0
The Call,A,6.7,51.0,67.0,67.0
Cars 3,U,6.7,59.0,67.0,67.0
"Mystery, Alaska",R,6.7,49.0,67.0,67.0
Project X,R,6.7,46.0,67.0,67.0
Warcraft,UA,6.7,32.0,67.0,67.0
Stay,UA,6.7,41.0,67.0,67.0
Apt Pupil,A,6.7,53.0,67.0,67.0
In Time,UA,6.7,53.0,67.0,67.0
Colors,U,6.7,66.0,67.0,67.0
Lovely & Amazing,R,6.7,75.0,67.0,67.0
The Salvation,R,6.7,64.0,67.0,67.0
Charlie and the Chocolate Factory,U,6.7,72.0,67.0,67.0
A Private War,UA,6.7,75.0,67.0,67.0
You Were Never Really Here,A,6.7,84.0,67.0,67.0
The Perfect Host,R,6.7,48.0,67.0,67.0
Hung fan kui,R,6.7,61.0,67.0,67.0
All of Me,UA,6.7,68.0,67.0,67.0
Redeeming Love,PG-13,6.7,32.0,67.0,67.0
Brian and Charles,PG,6.7,66.0,67.0,67.0
Ghost Town,PG-13,6.7,72.0,67.0,67.0
Jeune et jolie,A,6.7,63.0,67.0,67.0
Commando,A,6.7,51.0,67.0,67.0
Angels & Demons,A,6.7,48.0,67.0,67.0
The Good Liar,A,6.7,55.0,67.0,67.0
Demolition Man,A,6.7,34.0,67.0,67.0
Goal!,PG,6.7,53.0,67.0,67.0
Night of the Creeps,A,6.7,62.0,67.0,67.0
Idioterne,R,6.7,48.0,67.0,67.0
The Hill,PG,6.7,48.0,67.0,67.0
Anna and the King,U,6.7,56.0,67.0,67.0
The Wolverine,UA,6.7,61.0,67.0,67.0
Colette,R,6.7,74.0,67.0,67.0
Things to Do in Denver When You're Dead,R,6.7,45.0,67.0,67.0
Child's Play,UA,6.7,58.0,67.0,67.0
Sweet November,A,6.7,27.0,67.0,67.0
Hairspray,U,6.7,81.0,67.0,67.0
The Legend of Bagger Vance,U,6.7,47.0,67.0,67.0
Marvin's Room,U,6.7,67.0,67.0,67.0
The Vast of Night,13,6.7,84.0,67.0,67.0
Heaven's Gate,A,6.7,57.0,67.0,67.0
Gold,R,6.7,49.0,67.0,67.0
Slumberland,UA 7+,6.7,40.0,67.0,67.0
Final Destination,A,6.7,39.0,67.0,67.0
Bumblebee,UA,6.7,66.0,67.0,67.0
Always Be My Maybe,13,6.7,64.0,67.0,67.0
Ali,UA,6.7,65.0,67.0,67.0
The Brave One,R,6.7,56.0,67.0,67.0
The Adam Project,13,6.7,55.0,67.0,67.0
A Dog's Way Home,U,6.7,50.0,67.0,67.0
Armageddon,UA,6.7,42.0,67.0,67.0
Pretty in Pink,UA,6.7,56.0,67.0,67.0
The Long Game,PG,6.7,65.0,67.0,67.0
The Company Men,R,6.7,69.0,67.0,67.0
The Way Back,R,6.7,66.0,67.0,67.0
Fresh,18,6.7,67.0,67.0,67.0
Miss Peregrine's Home for Peculiar Children,U,6.7,57.0,67.0,67.0
The Soloist,PG-13,6.7,61.0,67.0,67.0
The Old Man & the Gun,UA,6.7,80.0,67.0,67.0
Clouds of Sils Maria,R,6.7,80.0,67.0,67.0
Emma.,UA 13+,6.7,71.0,67.0,67.0
Let Him Go,R,6.7,63.0,67.0,67.0
Ransom,UA,6.7,61.0,67.0,67.0
Black Panther: Wakanda Forever,UA,6.7,67.0,67.0,67.0
Robin Hood: Men in Tights,U,6.7,44.0,67.0,67.0
The Lost King,U,6.7,64.0,67.0,67.0
The Creator,PG-13,6.7,63.0,67.0,67.0
"Extremely Wicked, Shockingly Evil and Vile",R,6.7,52.0,67.0,67.0
Wild Target,PG-13,6.7,41.0,67.0,67.0
The Valet,PG-13,6.7,62.0,67.0,67.0
The Good Shepherd,R,6.7,61.0,67.0,67.0
Beau Is Afraid,A,6.7,63.0,67.0,67.0
Vivo,7,6.7,66.0,67.0,67.0
Freaks,R,6.7,63.0,67.0,67.0
One Piece Film: Red,U,6.7,69.0,67.0,67.0
Notorious,R,6.7,60.0,67.0,67.0
Used Cars,A,6.7,68.0,67.0,67.0
Saint Maud,7,6.7,83.0,67.0,67.0
Analyze This,A,6.7,60.0,67.0,67.0
Tron,U,6.7,58.0,67.0,67.0
The Guest,R,6.7,76.0,67.0,67.0
Midway,A,6.7,47.0,67.0,67.0
Stir Crazy,U,6.7,56.0,67.0,67.0
Emily the Criminal,R,6.7,75.0,67.0,67.0
You've Got Mail,U,6.7,58.0,67.0,67.0
The Man Without a Face,UA,6.7,62.0,67.0,67.0
Around the World in Eighty Days,U,6.7,69.0,67.0,67.0
Black Widow,UA,6.7,68.0,67.0,67.0
Jackie,UA,6.7,81.0,67.0,67.0
Eden Lake,A,6.7,65.0,67.0,67.0
Unfaithful,A,6.7,63.0,67.0,67.0
L.A. Story,U,6.7,66.0,67.0,67.0
Seeking a Friend for the End of the World,R,6.7,59.0,67.0,67.0
Metal Lords,A,6.7,59.0,67.0,67.0
The Tender Bar,UA 16+,6.7,53.0,67.0,67.0
The Matrix Revolutions,UA,6.7,47.0,67.0,67.0
Hamlet,U,6.7,53.0,67.0,67.0
Prizzi's Honor,A,6.7,84.0,67.0,67.0
Lethal Weapon 3,UA,6.7,40.0,67.0,67.0
Back to School,UA,6.7,68.0,67.0,67.0
Damage,R,6.7,71.0,67.0,67.0
Gangster Squad,A,6.7,40.0,67.0,67.0
The Hand That Rocks the Cradle,A,6.7,64.0,67.0,67.0
Phenomena,A,6.7,57.0,67.0,67.0
Blade II,18,6.7,52.0,67.0,67.0
From Hell,A,6.7,54.0,67.0,67.0
Swimming Pool,A,6.7,70.0,67.0,67.0
U Turn,R,6.7,54.0,67.0,67.0
Fear Street: 1978,18,6.7,61.0,67.0,67.0
Escape Plan,A,6.7,49.0,67.0,67.0
The Man with the Golden Gun,A,6.7,43.0,67.0,67.0
Primer,PG-13,6.7,68.0,67.0,67.0
Regarding Henry,U,6.7,47.0,67.0,67.0
My Summer of Love,R,6.7,82.0,67.0,67.0
Out of the Furnace,R,6.7,63.0,67.0,67.0
Creed III,UA,6.7,73.0,67.0,67.0
Turtles All the Way Down,PG-13,6.7,64.0,67.0,67.0
The Call of the Wild,PG,6.7,48.0,67.0,67.0
Hot Rod,PG-13,6.7,43.0,67.0,67.0
Empire of Light,R,6.7,54.0,67.0,67.0
The Gift,R,6.7,62.0,67.0,67.0
Stoker,UA 16+,6.7,58.0,67.0,67.0
Rachel Getting Married,R,6.7,85.0,67.0,67.0
Bon voyage,PG-13,6.7,68.0,67.0,67.0
Jungle,R,6.7,48.0,67.0,67.0
The Last Starfighter,U,6.7,67.0,67.0,67.0
Vision Quest,U,6.7,55.0,67.0,67.0
The Devil's Rejects,A,6.7,54.0,67.0,67.0
Hanna,13,6.7,65.0,67.0,67.0
The Bone Collector,A,6.7,45.0,67.0,67.0
Mary Poppins Returns,U,6.7,66.0,67.0,67.0
On Her Majesty's Secret Service,U,6.7,61.0,67.0,67.0
The Exorcism of Emily Rose,A,6.7,46.0,67.0,67.0
Violent Night,A,6.7,55.0,67.0,67.0
Killer Joe,A,6.7,62.0,67.0,67.0
